slide_id,certainty_score
bcnb_640,-421.8782421700427
bcnb_1014,-322.68325997343914
bcnb_165,-287.0694049910774
bcnb_69,-270.4584003837647
bcnb_269,-256.44441772797717
bcnb_243,-232.5839571833756
bcnb_641,-215.59810787687584
bcnb_815,-206.86394390861904
bcnb_4,-193.36757139138405
bcnb_251,-177.44887544402343
bcnb_1019,-174.0880548219239
bcnb_1018,-167.19993951852013
bcnb_463,-160.17452848525767
bcnb_994,-151.636435480697
bcnb_528,-148.78411096949995
bcnb_881,-137.41142216695002
bcnb_553,-137.26715242094002
bcnb_572,-136.549719201978
bcnb_327,-136.52070215620535
bcnb_258,-125.64969712699502
bcnb_845,-124.97852220194711
bcnb_635,-124.93171456667002
bcnb_264,-112.42370515338112
bcnb_468,-111.53531308083403
bcnb_650,-106.42557591042602
bcnb_743,-105.60041399792311
bcnb_64,-104.80360291692007
bcnb_661,-104.238281404563
bcnb_918,-100.58712121703608
bcnb_547,-87.63285344126001
bcnb_645,-86.92764063865998
bcnb_473,-84.02780282290003
bcnb_966,-82.37589873322501
bcnb_498,-81.70373847030304
bcnb_525,-81.03400768752998
bcnb_276,-80.81057741960004
bcnb_509,-80.45207644750003
bcnb_149,-79.52715233253605
bcnb_80,-79.21184047643057
bcnb_559,-78.40354602073997
bcnb_312,-77.30512779595
bcnb_927,-70.28203044304931
bcnb_982,-68.96093739100002
bcnb_72,-68.74155832617298
bcnb_237,-67.65739389363796
bcnb_506,-66.58816923099997
bcnb_317,-65.30834533916226
bcnb_338,-65.16822916770002
bcnb_345,-62.878349395449995
bcnb_809,-58.300793934245995
bcnb_364,-57.21928332616335
bcnb_946,-55.82416843765571
bcnb_168,-55.34933956148509
bcnb_476,-55.09194060759005
bcnb_111,-53.48532234922139
bcnb_513,-53.125071545854006
bcnb_214,-53.0364812860276
bcnb_279,-50.59107085606599
bcnb_551,-49.85452639702999
bcnb_646,-49.817313271852
bcnb_54,-48.87297056300001
bcnb_724,-43.935190067865996
bcnb_206,-41.59724344418703
bcnb_346,-41.234328912334995
bcnb_571,-41.022750785000014
bcnb_582,-38.374393980444
bcnb_138,-37.92314141585071
bcnb_746,-35.97779413393972
bcnb_766,-34.92557234950001
bcnb_343,-34.614859439990965
bcnb_957,-31.129200172635926
bcnb_382,-24.62293473591809
bcnb_418,-24.2318543434545
bcnb_43,-22.025628649706803
bcnb_858,-19.077480070534932
bcnb_466,-17.509683094599925
bcnb_658,-16.952459457288015
bcnb_570,-16.91823393736303
bcnb_503,-16.499773906756406
bcnb_605,-15.636977025097998
bcnb_425,-14.088218919000001
bcnb_518,-12.624023387000001
bcnb_996,-11.819810417471594
bcnb_470,-10.558917164599977
bcnb_611,-9.56068024323447
bcnb_861,-8.411345054762993
bcnb_228,-8.19805534371598
bcnb_107,-7.62146598388106
bcnb_744,-6.20491728603077
bcnb_649,-6.196836868664148
bcnb_719,-4.136382517669926
bcnb_879,-3.627453855187788
bcnb_943,-3.554219350708523
bcnb_683,-3.109844618575374
bcnb_699,-0.7656753676722876
bcnb_508,0.26752314712450187
bcnb_714,0.6876672220999887
bcnb_985,1.0935351526979384
bcnb_393,1.547265273030002
bcnb_372,1.9886029706100354
bcnb_895,3.2583769150000084
bcnb_754,3.9837197406773193
bcnb_424,4.393116385050007
bcnb_761,4.9601190597
bcnb_132,5.696565208887977
bcnb_988,6.577908614800023
bcnb_321,7.617896291694997
bcnb_208,7.863992669179049
bcnb_443,8.01147716696555
bcnb_908,8.362062109730122
bcnb_101,10.093233501910001
bcnb_349,10.696556956213634
bcnb_735,11.335682018635504
bcnb_57,12.761318413740003
bcnb_934,14.079162351000006
bcnb_974,14.300095381100025
bcnb_161,15.000978494300002
bcnb_286,15.174366797900012
bcnb_147,15.470147103383885
bcnb_774,16.818321511999994
bcnb_262,16.95937700847001
bcnb_130,17.495904941300005
bcnb_703,17.795069417315627
bcnb_219,18.030456299999994
bcnb_575,18.23010290399999
bcnb_983,18.784532525424975
bcnb_696,18.938957698599996
bcnb_684,19.414360608640017
bcnb_341,20.199420056945822
bcnb_969,20.75662450423002
bcnb_991,20.944586914223972
bcnb_730,21.85974602246799
bcnb_119,22.09894356928997
bcnb_915,22.277071061999997
bcnb_42,22.696552685880988
bcnb_1049,22.88485714199997
bcnb_20,24.765400062160996
bcnb_752,25.63832281605743
bcnb_685,29.05167058497504
bcnb_614,30.583294518985067
bcnb_865,30.64331123415183
bcnb_411,30.750002426040002
bcnb_444,31.056663235984818
bcnb_259,31.60304524755
bcnb_569,32.132066405611695
bcnb_77,32.91361272307598
bcnb_239,33.23089581999997
bcnb_782,34.01651059213001
bcnb_803,39.135879549000016
bcnb_760,39.43040662469998
bcnb_897,39.604746794436316
bcnb_87,41.06861641675558
